hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,day,month,year,carb_monox
12,18,18,4,31,107,32.9,999.8,0,WSW,1.1,12,Aug,2015,300
18,69,69,3,32,149,19.6,1003.5,6.5,NW,1.6,21,Jun,2015,900
22,268,287,44,158,1,11.7,1019,0,NE,1.1,18,Oct,2014,2700
21,3,26,2,5,62,13.2,1010,0,NW,3.7,5,Nov,2015,200
16,39,159,14,30,71,19.2,1011.4,0,WSW,2.5,16,Oct,2015,400
5,144,144,2,18,69,19.8,1004,0,NE,0.6,25,Sep,2017,1200
7,19,30,5,44,10,11.3,1019.8,0,ESE,2.4,30,Sep,2015,700
22,182,203,10,161,5,7.6,1018.5,0,SE,0.2,3,Nov,2016,2800
11,83,85,112,69,23,4.1,1030,0,S,1.8,17,Feb,2015,2900
19,3,73,5,30,217,28.1,992.8,0,SSE,1,23,Jun,2014,600
2,,,,,,11.7,1014.9,0,NNE,1.7,27,Apr,2015,1222.923
23,122,122,2,61,88,28.3,998.5,0,W,0.8,28,Jul,2017,1300
2,295,295,26,117,14,-4,1021.8,0,NE,1,21,Dec,2016,6800
1,8,10,2,19,35,20.8,1000.9,0,NNW,1.1,6,Sep,2017,1200
17,111,151,28,64,54,13.9,1019.2,0,SSW,0.9,17,Oct,2014,800
9,21,46,20,75,1,1.9,1025.3,0,SW,2.9,28,Jan,2015,1100
13,211,192,15,33,108,27.6,995.1,0,E,3.5,18,Jul,2014,2300
20,100,100,5,30,170,28.8,995.7,0,WSW,1.9,29,Jul,2015,500
14,107,113,10,51,160,23.6,1009.6,0,W,1.5,30,Sep,2017,1222.923
0,13,23,5,14,43,-3.7,1019.8,0,WNW,3.5,28,Nov,2014,300
1,30,42,,26,13,-1.5,1028,0,N,1.7,1,Nov,2017,600
12,19,33,29,24,47,2,1031,0,NNE,1.9,31,Jan,2016,700
9,11,22,3,46,9,18.1,1017.9,0,N,2.5,10,Sep,2016,500
14,52,20,3,77,35,24.4,997.9,0,SW,1,1,Aug,2014,900
21,75,113,29,70,16,2,1031,0,SW,1.5,11,Jan,2016,1400
12,126,126,4,37,18,1,1011,0.3,ESE,2,20,Feb,2016,1600
6,149,168,47,95,2,-7,1015,0,NW,0.6,10,Jan,2016,4000
19,144,77,13,45,114,25.9,998.2,0,SW,1.9,18,Jul,2014,1100
10,220,247,18,88,5,1.7,1022.7,0,SW,0.7,8,Dec,2016,4600
16,113,125,27,98,8,1.8,1023.2,0,ENE,0.9,19,Dec,2016,2200
11,31,108,24,31,34,7.4,1017.5,0,NE,2,3,Jan,2015,600
4,247,247,2,39,71,24.9,996.8,0,WNW,1.1,6,Jul,2015,2000
15,7,58,6,20,42,0.6,1023.3,0,NW,4.9,28,Dec,2017,400
9,112,112,2,28,66,22.4,1002.4,0,N,1.5,20,Sep,2015,1100
9,36,39,2,46,39,20.8,1002.4,0,NNW,1,10,May,2017,300
12,23,23,11,17,106,31.8,999.3,0,NW,3,14,Aug,2016,300
11,34,57,5,3,143,28.8,992.3,0,SE,1.7,7,Jul,2014,600
2,116,116,7,67,26,24,1002.9,0,E,1.3,28,Jun,2016,700
17,44,162,7,34,180,30.8,1006,0,SW,5.2,25,Apr,2016,500
7,90,158,15,96,2,9.3,1018.8,0,ENE,1.1,22,Oct,2015,1400
21,82,84,3,60,2,5.5,1020.5,0,NE,0.9,10,Nov,2016,1700
14,56,61,7,12,112,16.9,1008.2,0,SW,2,11,Apr,2015,400
7,276,334,108,116,1,1.7,1024.1,0,ENE,1.8,22,Feb,2015,4300
3,12,15,2,27,102,20.8,1001.1,0,ESE,0.9,6,Aug,2016,200
9,16,41,11,39,29,-3.7,1022,0,NW,2.3,10,Jan,2018,1100
5,43,45,7,24,56,16.8,991.4,0,SE,2.7,19,May,2014,600
14,18,44,9,21,170,36.9,989.5,0,SSW,4.3,10,Jul,2015,300
10,183,183,2,41,40,26.2,1001.7,0,NNE,1.2,1,Aug,2015,1100
2,33,33,2,,75,23.4,1004,0,NE,1.2,31,Jul,2017,700
1,175,234,14,112,2,2.6,1020.4,0,SW,0.5,17,Nov,2017,4100
19,25,54,9,15,155,26.9,994.9,0,SW,4.7,24,May,2017,300
20,22,68,8,54,25,10.6,1006.2,0,SW,2.5,6,Apr,2014,700
8,32,49,7,33,44,11.7,1011.6,0,NNE,1.1,17,Mar,2016,600
10,51,86,22,52,38,9.3,1008.9,0,ESE,1.1,18,Mar,2016,1000
0,85,108,13,87,76,18.4,1016.4,0,SSE,1.3,15,Sep,2016,1200
16,78.3,112.2,11.8,,,26,1007.4,0,W,1.8,28,Aug,2015,500
4,58,58,2,20,85,20.1,994.6,0,E,0.6,19,Jun,2015,600
4,11,38,2,11,88,14.7,1014.5,0,N,2.8,4,May,2016,200
15,79,79,12,29,175,27.2,1003.5,0,SSE,2.7,13,Sep,2015,800
4,3,26,3,20,21,8.1,1011.8,0,ENE,0.7,13,May,2017,200
13,4,5,3,16,62,23.1,1006.2,0,NNW,2.4,11,Sep,2016,500
22,3,6,2,19,55.0494,9.7,1019.6,0,SW,0.6,3,Nov,2014,300
7,28,28,3,44,56,23.5,1007,0,ENE,0.5,18,Aug,2015,400
12,99,99,169,114,1,6.8,1021,0,WSW,0.8,24,Feb,2015,4500
17,16,16,9,25,114,32.7,998.9,0,WNW,1.1,27,Jun,2015,200
1,25,45,8,34,81,17.2,994.6,0,E,1.2,11,Jun,2016,1400
2,5,13,3,13,65,1,1027.9,0,N,3.8,17,Feb,2018,200
2,64,127,6,52,37,24.9,1005.8,0,ESE,2.1,8,Jul,2017,900
23,26,84,11,49,38,12,1010.5,0,ENE,1,17,Mar,2015,600
9,142,197,34,115,1,22.3,1008.6,0,NNE,1.6,12,Sep,2014,1600
3,103,110,2,19,76,24.7,1001.2,0,ESE,2.5,5,Jul,2017,1100
7,122,146,18,73,2,12.4,1003.4,0,NNE,0,28,Mar,2015,1500
11,19,83,15,21,55,13.4,1012.7,0,NW,5,23,Oct,2014,300
14,7,7,8,7,104,21.2,1012.6,0,WNW,3.5,27,Mar,2017,300
11,59,59,2,35,21,17.2,1014.9,0,SSW,2.4,5,Oct,2017,1100
10,,,,,,5.1,1022,0,NE,2,28,Dec,2015,1222.923
20,82,183,61,83,61,19.2,1005.4,0,SE,2.8,2,May,2014,1000
17,124,124,26,64,30,3,1014,0,S,1.2,25,Jan,2016,1500
14,262,262,6,32,234,30.8,994.7,0,ESE,3.8,6,Jul,2015,1500
20,176,179,30,121,15,10.5,1010.1,0,NNW,1.4,4,Mar,2017,3000
6,8,20,2,38,18,18.9,999.9,0,NNE,0.3,28,Aug,2016,300
2,54,54,15,108,13,20,1002,0,NE,0,4,Jun,2015,800
22,227,279,64,77,64,13.4,1010,0,E,2.3,23,Mar,2015,2300
8,27,60,2,47,4,9.2,1009.6,0,NW,1.1,19,Oct,2016,800
21,55,93,55,66,9,-4.9,1025.3,0,NNW,1.8,12,Jan,2015,1200
4,136,103,30,,6,-5.2,1015.1,0,N,0.6,8,Feb,2015,2100
9,147,195,34,85,2,-4.4,1025,0,S,0.9,27,Dec,2015,4300
18,34,84,3,29,84,17.2,1014.9,0,SSW,1.2,6,Oct,2015,300
19,10,23,2,30,68,11.1,1019.5,0,NW,1.3,24,Mar,2017,500
12,162,162,44,94,10,5.1,1020.7,0,E,1.1,19,Dec,2017,3100
9,12,71,5,15,46,-4.36,1021.8,0,NW,4.7,29,Jan,2018,600
21,38,32,26,59,,-4.3,1025.2,0,WSW,0.5,14,Dec,2014,1222.923
10,32,78,7,63,45,19.3,1000.4,0,E,2.3,3,May,2015,500
22,46,153,8,51,53,11.1,1011.8,0,NNW,1.6,5,Apr,2015,600
6,134,167,3,57,2,7.9,1000.6,0,ESE,1.1,13,Apr,2017,1300
10,215,212,17.7072,56.2522,8.568,24,995.5,0,ESE,1.9,30,Jun,2014,1222.923
11,39,75,20,73,4,17.9,1019.8,0,W,1.6,16,Oct,2014,800
14,6,8,2,16,117,33.8,997.2,0,E,2.1,6,Aug,2015,200
17,24,41,5,29,91,23.3,1008.4,0,SSW,2.3,30,Mar,2015,300
22,60,182,14,24,68,8.8,998.9,0,E,1.6,7,Apr,2014,700
17,5,5,2,12,93,30.2,1007.1,0,ESE,1.6,2,Sep,2016,300
11,42,124,10,67,29,25.4,994.9,0,SW,2.3,15,May,2015,600
12,10,10,10,19,52,-0.7,1021.4,0,NW,7.5,25,Jan,2017,200
12,113,120,25,43,95,21,1010,0,SE,2.7,15,Apr,2015,1100
4,114,144,36,82,2,-0.8,1017.2,0,NE,2.1,2,Mar,2015,2600
16,105,120,18,59,74.1132,13.3,1017.3,0,SE,0.8,31,Oct,2014,1000
20,11,45,2,11,74,22.9,1001.2,0.1,N,1.6,25,Aug,2016,200
0,20,46,2,10,65,5,1010,0,NE,2.8,17,Feb,2016,300
14,93,93,21,64,19,-0.2,1021,0,NNW,1.8,7,Feb,2018,1400
20,39,160,8,43,80,18.9,1004.9,0,SE,4.1,14,Apr,2017,900
15,29,83,5,42,89,21.4,1004.8,0,SSE,3.1,30,Mar,2017,1222.923
8,11,63,3,,38,26.9,996.1,0,NW,3.6,29,Aug,2014,200
8,159,264,32,78,27,26.4,996.8,0,N,0.8,3,Jun,2014,1899
16,,,,,,24.3,1012.2,0,E,1.9,27,Apr,2015,1222.923
19,69,123,19,92,,3.7,1012.6,0,SW,0.8,14,Nov,2014,1300
0,40,72,8,28,119,30.5,999.3,0,SW,2.3,27,Jun,2017,400
20,70,169,30,58,186,30,996.5,0,SSW,0.8,25,Jul,2014,1300
3,26,29,3,63,2,21.8,1000.2,0,NE,0.5,11,Jul,2014,300
8,18,48,21,38,28,-1.6,1026.9,0,SW,4.2,26,Jan,2015,500
0,12,6,18,11,59,-1.7,1023.8,0,N,3.2,8,Jan,2015,400
20,55,107,25,50,80,17.8,1006.5,0,SE,2.3,9,May,2015,1200
16,12,57,3,16,58.6908,14.3,1008.4,0,NW,5.1,6,Nov,2014,200
9,100,156,102,87,4,7.9,1018.3,0,NNE,1.4,29,Mar,2014,3299
11,116,116,6,40,161,27.6,1001.1,0,ESE,2.4,2,Jun,2017,700
18,80,134,42,36,233,27.4,1002.2,0,SW,1.1,25,May,2014,1300
23,38,101,6,143,6,22.2,1004.3,0,N,0.2,23,Aug,2014,900
16,46,58,2,5,184,31.7,996.1,0,NE,1.7,25,Jul,2017,700
1,87,92,2,25,47,21.4,1006,0,SE,2.8,26,Sep,2017,1800
4,22,38,3,25,58,17.5,1002.9,0,N,0.8,23,May,2014,300
14,221,254,54,129,14,3.6,1027.9,0,ENE,1.9,7,Dec,2016,4500
22,119,186,63,59,12,0.6,1014.2,0,SSW,1,30,Jan,2015,1400
10,96,96,24,64,19,-5.4,1026.5,0,ENE,1.4,25,Nov,2016,2000
13,14,14,2,6,119,31.8,1000.5,0,ESE,2.5,8,Aug,2017,600
7,82,103,25,63,,1.1,1020.6,0,ENE,0.7,12,Nov,2014,1600
15,100,146,64,39,214,29.8,1002.2,0,SSW,3,25,May,2014,1700
16,218,232,63,64,96,9.6,1011.4,0,SSW,1.3,6,Mar,2016,1800
4,15,15,21,20,33,-7,1029,0,NW,1.9,27,Jan,2016,500
18,23,53,42,50,20,-1.1,1026.3,0,E,0,20,Dec,2014,800
12,6,10,6,8,46,6.9,1012,0,N,3.6,25,Nov,2014,300
22,148,154,16,84,2,4.9,1007.6,0,NNE,0.8,11,Feb,2017,3600
21,82,82,2,23,79,20.6,989.4,0,NNW,1.2,10,Jun,2016,900
19,188,188,4,71,3,1.3,1014.2,0,E,1.4,28,Feb,2016,1800
21,50,67,6,35,191,27.4,1005.3,0,SSE,2.1,6,Jul,2016,600
12,9,102,5,24,46,-3.9,1023.8,0,NW,6,12,Jan,2017,400
2,53,53,11,52,4,0.3,1022.6,0.2,SE,2.2,20,Nov,2016,2800
0,8,64,6,12,52,-4.2,1023.4,0,NW,4.8,26,Dec,2014,100
18,118,140,10,117,25,14.8,1011.1,0,W,0.5,10,Oct,2017,1200
5,94,94,2,49,2,19.4,998.5,0,NNW,1,25,May,2015,2100
22,13,24,2,26,51,21.8,998.6,0,N,1.8,8,Sep,2017,600
1,39,39,2,57,5,11,1017.7,0,WNW,1.5,21,Oct,2017,700
5,27,31,4,23,75,10.8,1006.6,0,NE,1.3,22,Apr,2015,200
18,231,183,8.2824,35.9275,42.84,26,988.4,0,SSE,0.6,1,Jul,2014,1222.923
18,78,117,12,19,137,19.8,1004.9,0,SW,3.9,4,Apr,2017,500
11,50,120,2,68,2,10.8,1014.66666666667,0,SW,0.9,24,Oct,2017,1100
16,12,26,6,46,36,4.7,1012.8,0,SSW,5,14,Dec,2016,600
5,63,95,3,38,80,21.9,998.9,0,W,0.5,9,Aug,2015,1000
9,87,118,16,64,10.9242,10.6,1012.1,0,N,0,5,Nov,2014,1500
10,3,6,3,6,87,11.9,1015.8,0,NNE,3.5,18,Apr,2014,200
3,6,14,2,67,2,19,1013.1,0,N,1.5,26,Aug,2017,200
0,250,319,102,139,17,1.5,1007.1,0,NNE,0.8,7,Mar,2014,4000
13,492,536,15,187,11,-0.3,1020.4,0,E,1.5,30,Nov,2016,8400
16,167,143,37,71,36,5.9,1020.2,0,E,1.9,12,Dec,2017,1700
2,26,94,6,105,8,24,1001.2,0,NE,1.4,16,Aug,2016,600
4,134,134,3,139,,11,1013.8,0,ENE,1,16,Oct,2016,1600
13,49,49,2,32,76,29.1,997.2,0,ENE,1.4,25,Jul,2017,800
12,3,6,3,15,48,27.4,993.3,0,N,1.8,2,Sep,2017,200
12,53,54,17,20,68,19.5,998.6,0,NNW,1.2,27,May,2014,500
2,121,222,11,116,2,9.3,1012.5,0,NNE,0,20,Apr,2015,1200
18,13,40,7,31,45,4.7,1011.3,0,NW,2.5,8,Dec,2017,600
8,55,55,15,64,9,-3.3,1024.1,0,ENE,0.8,13,Dec,2016,1600
1,248,250,74,133,1,3.3,1013,0,SSW,0.7,24,Nov,2014,5400
5,119,119,14,26,41,3.4,1008,0,N,4.1,25,Feb,2016,1700
1,232,254,113,118,5,3,1008,0,SW,0.4,5,Jan,2016,4700
11,50,50,2,51,74,24.5,1003.4,0,NNE,1.8,18,Jul,2016,700
7,4,10,3,9,34,9.6,1013.1,0,NW,3.4,10,Oct,2016,300
10,19,41,2,22,86,21.3,1013.5,0,SSE,1.3,15,May,2016,300
20,131,131,5,81,4,5.8,1027.4,0,E,1.4,11,Nov,2016,2600
4,102,116,41,66,,-2.1,1019.9,0,SE,0.1,21,Nov,2014,3000
18,198,238,51,152,8,-1.2,1017.2,0,E,1.2,1,Jan,2017,3800
0,189,176,57,78,5,-1.9,1014.9,0,NNW,1,7,Jan,2015,2500
11,70,50,10,8,138,28.9,997.5,0,SSW,1.7,2,Aug,2014,1100
1,105,300,14,119,7,8.3,1014,0,NNE,1,20,Mar,2016,1100
20,72,129,26,38,100,11.9,1006.5,0,SE,1.6,3,Apr,2014,800
7,125,125,3,115,2,24.1,1001.9,0,NE,1.1,9,Aug,2015,1400
5,6,26,2,15,84,14,1014.7,0,N,2.9,4,May,2016,200
4,116,116,3,65,,5.4,1025.5,0,ENE,0.9,11,Nov,2016,2600
21,378,378,42,149,7,-1.1,1023,0,E,0.9,22,Dec,2016,8000
12,26,39,2.856,45.5766,127.2348,32.4,997.7,0,S,1.6,3,Aug,2014,1222.923
2,344,392,19,131,9,-2.6,1022.7,0,E,1.1,23,Dec,2016,8500
7,143,174,8,94,2,-1.6,1020.6,0,NNE,0.2,30,Nov,2017,4100
14,21,54,12,26,82,26,1003.6,0,SE,1.9,15,Sep,2014,400
1,170,327,18,35,77,11.7,994.3,0,NNW,4.7,18,Mar,2014,1100
4,15,15,3,8,61,17.6,1006,1.4,NW,1.7,26,Sep,2017,400
5,43,43,2,25,126,21.4,1002.8,0,NW,0.7,1,Jun,2015,400
9,29,53,3,45,9,25.3,1001.6,0,WNW,0.8,11,Jul,2014,600
11,170,184,82,72,1,4.5,1011.3,0,WNW,1,1,Feb,2015,2200
6,11,22,4,35,57,1.5,1016.3,0,NW,2.3,13,Mar,2017,400
4,210,210,2,104,2,12.7,1015.4,0,E,0.5,14,Oct,2017,1600
11,101,103,7,43,153,31.6,1008.2,0,WSW,1.3,6,Jul,2017,1100
0,134,154,11,9,112,27.4,997.8,0,NW,0.9,11,Aug,2014,1100
20,285,317,4,142,4,5.2,1011.3,0,ENE,0.8,3,Nov,2017,4000
12,36,53,2,45,120,23.6,1003.9,0,N,3.4,16,Jul,2016,900
5,244,253,1,48,32.7726,13.6,1009.2,0,NNW,0,5,Oct,2014,1222.923
13,16,16,2,18,57,21.7,1010.6,0,SE,2.3,18,Sep,2017,600
20,196,270,66,108,57,12.5,1005.5,0,SSW,0.1,24,Mar,2015,1500
5,207,214,16,72,19,12.1,1005.2,0,ENE,0.7,28,Sep,2014,1000
11,17,37,2,39,55,20.3,1012.7,0,SE,2.7,13,May,2017,300
2,92,168,6,104,2,10.7,1014.4,0,ENE,1.3,7,Oct,2015,800
15,,,13,41,204,25,1005.8,0,SE,1.4,6,Oct,2016,1600
7,160,160,2,43,3,11.4,1014,0,ESE,0.3,15,Oct,2017,1800
9,35,57,41,30,82,28.6,999.6,0,NNW,1.9,3,Jun,2015,800
23,21,27,2,7,38,22.9,999.9,0,NE,1.2,16,Jul,2016,400
11,257,257,33,106,14,0.8,1023.5,0,E,0.7,23,Dec,2016,4700
12,18,48,10,15,46,6.7,1011.9,0,NW,4.8,26,Nov,2014,500
2,80,143,5,60,57,25.2,997.6,0,WSW,0.8,5,Aug,2016,800
5,22,106,2,10,69,13.5,1004.4,0,N,1.1,14,Apr,2017,300
22,31,52,1,8,105,18.7,1006.1,0.1,NNW,1.1,8,Sep,2014,600
4,322,345,62,,84,1.3,998.5,0,W,1,8,Mar,2014,3299
20,,,,,,20.4,1010.5,0,SW,2,28,Apr,2015,1222.923
14,233,233,3,96,3,16.3,1012.6,0,NE,0.4,15,Oct,2017,1900
16,,,,,,34.9,992.2,0,SSE,3.6,28,Jul,2015,1222.923
19,5,9,2,14,71,15.5,993.4,0,N,1,11,May,2016,400
7,20,2,29,52,1,8.3,1023.4,0,NNE,1.8,29,Oct,2014,500
20,262,287,77,129,81,7.3,1010.6,0,N,0.2,15,Mar,2014,2299
9,12,40,11,18,59,18.1,1002.5,0,NNW,3.5,14,May,2015,300
22,56,93,9,52,41,8.5,1010.6,0,ENE,0.8,14,Mar,2017,900
21,202,217,10,106,9,-1.4,1029.1,0,ESE,0.8,7,Dec,2016,4300
14,16,72,2,24,120,21,1007.1,0,SE,2.7,6,May,2016,300
6,177,177,3,79,2,15.9,1012,0,SW,0.2,19,Oct,2017,2400
6,128,142,50,88,2,-6,1028.7,0,ENE,0.9,13,Jan,2016,3400
23,248,248,10,82,5,6.8,1023,0,SSE,1.3,12,Nov,2016,4200
6,148,159,12,87,2,13.4,1013.2,0,NE,1.7,18,Apr,2015,1500
17,79,148,34,79,145,28.3,997.8,0,ESE,1.8,23,May,2014,1100
5,55,55,5,30,127,24.6,1000.8,0,SE,1.4,27,Jul,2016,600
0,47,47,5,42,71,27.8,1002.4,0,ESE,1.7,9,Jul,2017,600
16,41,41,2,18,59,15.4,1001.2,0.9,WNW,1.6,1,May,2016,600
17,27,35,2,32,82,21.1,1007.3,0,SW,0.9,30,Aug,2016,1200
0,55,38,4,45,1,19.6,996.6,0.1,NE,1.5,14,Sep,2014,1400
16,67,88,13,35,107,14.7,1011.9,0,WSW,4.3,20,Apr,2014,600
23,59,92,19,43,87,18.3,1005.4,0,E,2.8,8,May,2015,800
5,62,85,2,48,6,14.3,1011.4,0,NNE,0.7,17,Sep,2015,700
6,45,45,2,17,52,19.4,999,0.2,NNW,1.5,20,Jun,2015,700
11,,,,,,0.1,1025,0,ENE,1.6,26,Dec,2015,1222.923
4,143,110,13,,32,10.4,1001.5,0,ESE,1.8,23,Apr,2014,800
16,8,11,2,26,118,26.9,995.3,0,SSW,3,30,Jun,2016,400
0,39,122,14,116,16,15.2,1003,0,WSW,0,30,May,2014,500
17,59,78,17,16,248,29.4,998.5,0,S,2.8,5,Jul,2016,1200
6,46,95,8,75,2,18.4,1007.3,0,ENE,0.8,2,Jun,2017,900
20,125,125,75,85,8,-1.7,1012.8,0,NW,1,22,Jan,2015,2000
4,26,26,2,19,,22.3,999.5,0,ENE,1.5,22,Jun,2017,500
23,24,27,13,39,30,-3,1020.6,0,N,1.4,5,Jan,2017,900
11,53,53,2,53,7,0.7,1022.7,1.5,WSW,0.9,6,Nov,2016,1400
3,212,163,65,62,107,6.8,1005.7,0,ESE,0.6,17,Mar,2014,1700
0,3,5,12,65,2,7,1016.1,0,NNW,2.7,12,Mar,2015,800
15,113,105,82,68,21,1.2,1023.6,0,WSW,2.6,6,Feb,2015,1600
20,20,50,3,74,75,23.7,1004.1,0,WSW,0.2,23,Aug,2014,600
10,6,15,13,9,59,-0.8,1014.5,0,NE,4.3,12,Dec,2014,300
15,11,17,2,20,118,34.9,996.2,0,N,2.4,27,Jun,2015,200
17,38,38,4,37,98,25.6,999.2,0,WNW,1.2,16,Jul,2017,700
23,249,261,70,145,65,6.8,995,0,NE,1.3,7,Mar,2014,3500
17,77,87,4,85,134,30.6,998.8,0,S,1.5,24,Aug,2017,1000
15,94,134,4,81,30,15.9,1013.3,0,E,1.3,12,Oct,2017,1500
15,4,4,,,,16.6,1024.5,0,NE,2.4,12,Oct,2015,1222.923
5,12,26,3,60,5,0.2,1026.8,0,NW,0.1,30,Oct,2016,500
11,5,20,1,12,47,15.6,1019.1,0,NNW,3.2,14,Oct,2014,200
22,14,39,5,67,24,27.9,999.3,0,NE,0.9,17,Aug,2014,400
1,76,107,7,56,3,6,1017.3,0.1,NNW,2,7,Nov,2017,2000
12,68,105,4,60,160,30.8,1000.6,0,E,2.2,27,Jul,2016,800
3,105,105,6,80,39,21.7,1001.1,0,E,0.1,13,Jun,2015,1300
12,48,65,19,19,187,32,999.8,0,N,1.1,7,Aug,2015,1100
19,25,35,18,49,22,1.7,1024.4,0,NNE,1.9,15,Dec,2017,700
22,9,15,2,23,54,-13.1,1041.6,0,NNE,1.7,22,Jan,2017,600
7,22,58,6,46,2,23.6,1001.4,0,NE,1,17,Jul,2014,500
21,101,102,40,65,88,18.6,1007.8,0,SW,2.9,8,May,2014,700
15,8,27,6,18,60,1.5,1028.2,0,NNW,2.8,28,Dec,2017,200
6,12,30,1,38,33,17.7,1007.9,0,ESE,0,21,Sep,2014,300
18,89,90,14,41,91,13.5,1009.1,0,SE,2,19,Apr,2015,700
7,19,19,5,32,16,8.1,1011,0,NE,0.9,1,Nov,2015,600
5,21,26,16,47,15,-3.4,1020.3,0,NNE,2.9,6,Jan,2017,900
3,18,33,2,17,91,21.4,998.2,0,N,1.3,13,Jun,2015,400
18,14,51,4,37,72,19,1012,0,SW,2.6,2,Oct,2014,200
3,11,11,2,48,2,14.4,1018.3,0,N,1.2,19,Sep,2017,400
3,31,156,12,46,29,6.6,1011.7,0,SW,1.6,4,Apr,2015,500
7,94,94,8,95,2,24.2,1000.7,0,ENE,1.3,5,Jun,2015,1100
10,156,156,2,52,60,20.9,1009,0,NE,1.2,23,Sep,2017,1200
1,119,127,29,48,33,11,1005.9,0,SW,2.5,23,Apr,2014,800
16,149,149,7,27,208,26.5,995.5,0,ESE,2.3,19,Jun,2015,1600
6,97,167,4,100,,25.3,993.9,0,N,0.9,6,Aug,2014,1222.923
20,147,280,42,66,113,20.3,993.7,0,E,2.8,31,Mar,2017,1500
14,15,25,14,14,74,7,1018,0,WNW,4.9,5,Feb,2016,400
12,143,195,12,153,40,26,1007.4,0,SW,1.8,21,Sep,2016,2200
21,18,18,2,20,5,7.925,1018,0.2,NE,1,27,Oct,2017,300
13,88,91,14,67,1,20.5,1009.3,0.2,NNE,0.7,17,Sep,2014,2000
6,13,26,19,39,23,1.5,1022,0,ENE,1.1,13,Nov,2015,800
17,23,34,1,27,170,26.1,1005.3,0,S,1.5,21,Sep,2014,300
13,184,184,59,81,18,1.7,1021.7,0,SE,1.3,13,Jan,2016,2200
21,32,141,5,40,63,15.8,1000.7,0,NNW,1.1,16,Apr,2016,400
8,101,122,33,70,8.3538,5.6,1014.4,0,W,0.6,13,Nov,2014,2600
1,20,20,4,39,31,-2.8,1024.6,0,NE,1.5,23,Dec,2017,500
19,83,122,21,26,143,22.8,997.8,0,SSW,3.1,18,May,2014,500
20,54,70,14,76,29,4.9,1008.9,0,ENE,0.9,17,Feb,2017,1000
21,146,199,20,97,3,-0.9,1028.9,0,WSW,1.5,29,Dec,2017,1800
5,60,60,2,30,44,24.1,1000.9,0,NW,1.2,2,Aug,2017,1400
19,131,146,9,12,200,30.3,990.5,0,S,1,7,Jul,2014,1100
16,3,10,9,12,81,10.6,1014.6,0,WSW,4.3,1,Mar,2015,400
0,73,208,21,79,8,3.6,1016.4,0,E,3.8,14,Mar,2016,1300
7,8,21,3,9,85,6.2,1000.1,0,NE,3.1,18,Mar,2014,300
10,84,90,32,59,8,-1,1022,0,SW,2.2,29,Jan,2016,1700
8,52,29,4,65,1,22.4,995.3,0.1,NW,1.2,28,Aug,2014,2100
19,28,65,21,43,22,-3.7,1022.5,0,N,0.8,19,Dec,2014,700
20,119,137,19,88,3,0.6,1021.4,0,WSW,1.1,6,Dec,2016,2300
20,153,207,9,37,211,24.9,1000.2,0.5,ENE,1.9,21,Aug,2015,1300
22,22,74,7,78,1,16.2,1006.5,0,E,0.6,14,Sep,2014,600
6,107,187,35,94,2,11.2,996.7,0,NE,2,13,Apr,2014,1300
23,105,180,20,65,37,14.5,1013.8,0,S,1.7,2,Apr,2015,1100
6,38,100,5,100,2,17.8,1008.3,0,NE,1.5,27,Aug,2015,800
6,50,50,2,24,62,19.2,994.1,0,NNE,1,14,Jun,2017,600
12,114,131,22,38,66,9.6,1017.9,0,NE,2.7,8,Mar,2016,1000
17,146,179,12,60,128,18.7,1012.5,0,SSW,1.7,18,Apr,2015,1100
9,61,61,4,80,43,27.7,999.5,0,SW,0.5,24,Jun,2015,600
5,32,32,14,43,24,-7,1025.7,0,N,1,30,Jan,2017,800
5,222,234,40,49,39,-0.9,1008.9,0,NW,1.2,7,Mar,2016,2000
8,14,114,5,9,48,10.3,1017,0,WNW,4.6,11,Nov,2015,300
20,9,32,2,12,76,15.7,1004.8,0,NNE,1.8,1,Apr,2017,200
21,98,143,28,120,10,3.4,1027,0,SW,2,5,Dec,2016,2500
13,10,10,2,12,167,28.9,1007.2,0,ENE,2.1,20,Jun,2016,200
16,48,82,15,24,72,4.2,1017,0,SE,2.7,27,Jan,2018,600
8,92,170,61,94,6,21.3,998.8,0,N,1.3,13,May,2014,1300
13,109,113,10,20,250,31.5,1001.5,0,SSE,2.1,7,Jul,2017,1400
21,7,147,15,12,73,1.9,1019.9,0,NW,5.3,15,Feb,2017,300
15,13,40,4,18,130,25,1002.7,0,WNW,2.4,14,May,2016,300
20,11,11,2,10,104,21.8,996.3,5,SW,1.4,22,Jul,2016,200
20,28,28,2,104,11,18.7,996.6,0,ESE,0.4,8,Jun,2015,600
23,76,76,9,47,141,27.3,1000.6,0,SW,1.7,25,Jul,2015,1100
21,16,34,2,47,48,20.7,1000.2,0,WNW,0,25,May,2015,400
19,5,18,3,47,67,18.6,1007.1,0,W,0.5,25,Sep,2016,300
14,195,247,51,68,160,24.3,1005.3,0,SSW,2.2,8,Apr,2015,1300
13,9,9,5,10,87,9,1027,0,ESE,0.9,18,Feb,2016,300
18,21,24,2,6,89,18.9,1002.9,0,WNW,1.3,18,Apr,2017,1222.923
11,180,147,12,23,99,28.4,998.8,0,NE,0.8,13,Jul,2014,1300
15,,,72,100,17,3.2,1017.5,0,NNW,1,14,Feb,2015,2400
